user,time,hashtag
141,2019-12-12 07:58:00,#52
170,2019-12-13 13:42:00,#52
185,2019-12-13 13:19:00,#52
156,2019-12-11 05:09:00,#52
90,2019-12-14 16:43:00,#52
192,2019-12-12 13:54:00,#52
38,2019-12-13 00:06:00,#52
131,2019-12-13 00:54:00,#52
200,2019-12-11 03:01:00,#52
8,2019-12-13 07:03:00,#52
103,2019-12-12 13:41:00,#52
212,2019-12-11 16:44:00,#52
81,2019-12-11 21:26:00,#52
289,2019-12-11 11:16:00,#52
164,2019-12-11 19:39:00,#52
30,2019-12-13 11:43:00,#52
122,2019-12-12 12:50:00,#52
272,2019-12-13 12:49:00,#52
185,2019-12-11 08:32:00,#52
19,2019-12-11 15:34:00,#52
46,2019-12-12 20:14:00,#52
114,2019-12-11 23:30:00,#52
248,2019-12-11 18:51:00,#52
115,2019-12-10 23:53:00,#52
231,2019-12-12 07:32:00,#52
202,2019-12-13 13:30:00,#52
108,2019-12-12 13:48:00,#52
171,2019-12-14 00:42:00,#52
104,2019-12-14 02:09:00,#52
30,2019-12-11 22:01:00,#52
132,2019-12-11 05:53:00,#52
124,2019-12-12 07:45:00,#52
193,2019-12-11 18:49:00,#52
295,2019-12-11 21:44:00,#52
106,2019-12-14 16:47:00,#52
93,2019-12-11 22:05:00,#52
187,2019-12-14 05:03:00,#52
251,2019-12-11 00:25:00,#52
232,2019-12-10 13:28:00,#52
182,2019-12-14 08:42:00,#52
233,2019-12-13 11:43:00,#52
15,2019-12-13 14:26:00,#52
98,2019-12-11 20:14:00,#52
178,2019-12-12 18:59:00,#52
131,2019-12-13 17:44:00,#52
132,2019-12-12 19:31:00,#52
75,2019-12-13 13:19:00,#52
4,2019-12-11 20:13:00,#52
92,2019-12-12 11:49:00,#52
104,2019-12-14 13:38:00,#52
173,2019-12-12 01:13:00,#52
121,2019-12-12 13:45:00,#52
240,2019-12-13 23:04:00,#52
32,2019-12-11 14:47:00,#52
12,2019-12-11 22:36:00,#52
213,2019-12-13 00:52:00,#52
78,2019-12-12 23:15:00,#52
259,2019-12-14 15:47:00,#52
148,2019-12-11 14:45:00,#52
64,2019-12-14 16:06:00,#52
28,2019-12-11 20:58:00,#52
218,2019-12-14 05:18:00,#52
204,2019-12-13 00:54:00,#52
134,2019-12-12 04:59:00,#52
132,2019-12-13 09:41:00,#52
261,2019-12-11 04:41:00,#52
164,2019-12-12 10:13:00,#52
28,2019-12-14 10:47:00,#52
274,2019-12-11 17:00:00,#52
132,2019-12-12 14:47:00,#52
222,2019-12-14 14:18:00,#52
190,2019-12-11 12:53:00,#52
255,2019-12-10 22:58:00,#52
233,2019-12-13 23:08:00,#52
189,2019-12-11 19:08:00,#52
119,2019-12-14 01:13:00,#52
98,2019-12-12 16:15:00,#52
193,2019-12-11 23:06:00,#52
166,2019-12-11 19:07:00,#52
42,2019-12-11 12:53:00,#52
234,2019-12-13 18:40:00,#52
226,2019-12-13 07:36:00,#52
101,2019-12-12 23:51:00,#52
30,2019-12-12 20:42:00,#52
220,2019-12-13 12:22:00,#52
252,2019-12-10 16:25:00,#52
26,2019-12-14 03:00:00,#52
219,2019-12-11 22:30:00,#52
28,2019-12-10 14:49:00,#52
150,2019-12-13 07:39:00,#52
51,2019-12-13 05:42:00,#52
32,2019-12-12 10:41:00,#52
163,2019-12-10 16:42:00,#52
215,2019-12-11 08:11:00,#52
5,2019-12-12 06:38:00,#52
135,2019-12-12 08:17:00,#52
276,2019-12-13 07:37:00,#52
202,2019-12-12 09:46:00,#52
195,2019-12-14 04:02:00,#52
284,2019-12-14 02:19:00,#52
240,2019-12-14 06:49:00,#52
264,2019-12-11 05:22:00,#52
127,2019-12-11 23:38:00,#52
59,2019-12-13 20:35:00,#52
1,2019-12-13 04:55:00,#52
162,2019-12-12 22:25:00,#52
282,2019-12-14 04:22:00,#52
256,2019-12-14 10:03:00,#52
208,2019-12-11 22:52:00,#52
114,2019-12-10 17:17:00,#52
37,2019-12-12 05:33:00,#52
195,2019-12-12 20:52:00,#52
101,2019-12-14 12:50:00,#52
86,2019-12-11 05:03:00,#52
139,2019-12-13 19:05:00,#52
223,2019-12-13 07:02:00,#52
129,2019-12-14 15:20:00,#52
80,2019-12-14 06:56:00,#52
48,2019-12-14 06:21:00,#52
77,2019-12-11 19:52:00,#52
213,2019-12-13 22:39:00,#52
150,2019-12-12 09:11:00,#52
14,2019-12-12 04:17:00,#52
225,2019-12-10 16:37:00,#52
146,2019-12-13 12:05:00,#52
213,2019-12-13 11:01:00,#52
164,2019-12-11 01:27:00,#52
12,2019-12-13 00:49:00,#52
81,2019-12-11 12:49:00,#52
78,2019-12-11 03:57:00,#52
255,2019-12-11 05:41:00,#52
153,2019-12-12 09:57:00,#52
98,2019-12-13 01:28:00,#52
222,2019-12-14 10:46:00,#52
299,2019-12-14 13:52:00,#52
179,2019-12-13 08:39:00,#52
236,2019-12-10 18:22:00,#52
266,2019-12-13 12:35:00,#52
250,2019-12-14 14:23:00,#52
79,2019-12-10 16:50:00,#52
275,2019-12-12 01:45:00,#52
59,2019-12-12 05:38:00,#52
290,2019-12-13 08:42:00,#52
215,2019-12-13 09:31:00,#52
250,2019-12-11 19:19:00,#52
211,2019-12-10 17:21:00,#52
244,2019-12-13 10:43:00,#52
192,2019-12-12 22:20:00,#52
102,2019-12-11 08:53:00,#52
109,2019-12-13 09:53:00,#52
139,2019-12-12 19:53:00,#52
297,2019-12-10 16:08:00,#52
38,2019-12-14 11:40:00,#52
34,2019-12-12 23:31:00,#52
175,2019-12-14 12:35:00,#52
144,2019-12-14 13:54:00,#52
59,2019-12-12 08:26:00,#53
295,2019-12-12 14:53:00,#53
133,2019-12-13 19:04:00,#53
232,2019-12-12 14:55:00,#53
284,2019-12-14 07:39:00,#53
204,2019-12-12 08:54:00,#53
183,2019-12-14 11:11:00,#53
13,2019-12-12 18:36:00,#53
286,2019-12-13 14:33:00,#53
45,2019-12-10 18:00:00,#53
220,2019-12-11 02:30:00,#53
143,2019-12-12 13:02:00,#53
73,2019-12-11 10:36:00,#53
181,2019-12-12 18:44:00,#53
75,2019-12-11 10:06:00,#53
4,2019-12-10 18:50:00,#53
146,2019-12-12 06:38:00,#53
180,2019-12-11 07:48:00,#53
255,2019-12-12 21:08:00,#53
299,2019-12-13 11:15:00,#53
82,2019-12-11 07:51:00,#53
181,2019-12-14 16:52:00,#53
226,2019-12-12 11:33:00,#53
66,2019-12-11 13:08:00,#53
216,2019-12-13 04:54:00,#53
234,2019-12-13 15:11:00,#53
192,2019-12-13 23:56:00,#53
289,2019-12-12 14:36:00,#53
24,2019-12-13 04:52:00,#53
245,2019-12-11 01:16:00,#53
170,2019-12-12 14:36:00,#53
172,2019-12-11 08:23:00,#53
8,2019-12-12 07:16:00,#53
151,2019-12-11 16:26:00,#53
268,2019-12-13 14:07:00,#53
154,2019-12-12 14:32:00,#53
280,2019-12-13 09:10:00,#53
295,2019-12-13 04:35:00,#53
3,2019-12-12 22:01:00,#53
121,2019-12-14 16:04:00,#53
99,2019-12-14 05:38:00,#53
242,2019-12-11 05:58:00,#53
244,2019-12-12 19:20:00,#53
207,2019-12-11 08:00:00,#53
107,2019-12-12 05:01:00,#53
137,2019-12-10 17:24:00,#53
39,2019-12-10 23:28:00,#53
277,2019-12-11 17:56:00,#53
80,2019-12-14 04:37:00,#53
187,2019-12-11 00:22:00,#53
260,2019-12-13 06:46:00,#53
251,2019-12-13 19:41:00,#53
148,2019-12-13 12:11:00,#53
44,2019-12-11 23:43:00,#53
194,2019-12-12 16:21:00,#53
91,2019-12-13 02:59:00,#53
157,2019-12-12 07:56:00,#53
273,2019-12-13 06:42:00,#53
291,2019-12-11 10:59:00,#53
44,2019-12-12 17:25:00,#53
116,2019-12-12 08:19:00,#53
105,2019-12-11 00:08:00,#53
247,2019-12-13 14:50:00,#53
29,2019-12-13 14:31:00,#53
254,2019-12-14 09:51:00,#53
146,2019-12-13 10:57:00,#53
144,2019-12-10 22:40:00,#53
58,2019-12-11 15:45:00,#53
41,2019-12-10 23:40:00,#53
122,2019-12-14 12:58:00,#53
3,2019-12-13 21:56:00,#53
28,2019-12-12 12:44:00,#53
28,2019-12-11 11:42:00,#53
71,2019-12-12 13:00:00,#53
21,2019-12-11 17:32:00,#53
297,2019-12-11 18:31:00,#53
82,2019-12-13 22:05:00,#53
99,2019-12-13 11:17:00,#53
269,2019-12-12 06:05:00,#53
49,2019-12-14 05:39:00,#53
60,2019-12-13 23:08:00,#53
212,2019-12-13 01:27:00,#53
100,2019-12-10 23:50:00,#53
91,2019-12-12 02:28:00,#53
173,2019-12-13 22:45:00,#53
93,2019-12-13 04:19:00,#53
35,2019-12-14 08:38:00,#53
280,2019-12-14 16:44:00,#53
148,2019-12-12 03:57:00,#53
290,2019-12-10 20:48:00,#53
179,2019-12-10 16:21:00,#53
138,2019-12-11 10:20:00,#53
11,2019-12-14 00:22:00,#53
241,2019-12-13 03:55:00,#53
163,2019-12-11 19:50:00,#53
2,2019-12-12 04:23:00,#53
117,2019-12-11 19:21:00,#53
24,2019-12-10 15:16:00,#53
29,2019-12-11 22:09:00,#53
174,2019-12-14 15:58:00,#53
255,2019-12-10 14:14:00,#53
71,2019-12-11 16:11:00,#53
86,2019-12-13 22:38:00,#53
287,2019-12-11 03:00:00,#53
154,2019-12-10 18:15:00,#53
259,2019-12-13 01:33:00,#53
71,2019-12-13 22:42:00,#53
287,2019-12-14 16:55:00,#53
160,2019-12-11 03:32:00,#53
90,2019-12-11 14:56:00,#53
279,2019-12-13 01:37:00,#53
282,2019-12-13 04:12:00,#53
120,2019-12-13 04:58:00,#53
80,2019-12-13 05:22:00,#53
59,2019-12-13 05:40:00,#53
190,2019-12-14 03:06:00,#53
86,2019-12-12 11:04:00,#53
85,2019-12-14 01:30:00,#53
137,2019-12-12 01:04:00,#53
59,2019-12-11 04:07:00,#53
120,2019-12-14 07:00:00,#53
149,2019-12-10 17:57:00,#53
140,2019-12-11 20:03:00,#53
281,2019-12-12 15:20:00,#53
176,2019-12-11 10:55:00,#53
254,2019-12-12 14:56:00,#53
67,2019-12-11 00:41:00,#53
2,2019-12-10 16:27:00,#53
258,2019-12-12 13:23:00,#53
290,2019-12-13 04:13:00,#53
0,2019-12-12 14:50:00,#53
42,2019-12-10 21:03:00,#53
122,2019-12-11 19:12:00,#53
10,2019-12-12 13:17:00,#53
258,2019-12-13 16:54:00,#53
280,2019-12-14 08:29:00,#53
0,2019-12-11 22:31:00,#53
79,2019-12-11 09:14:00,#53
73,2019-12-10 19:04:00,#53
233,2019-12-13 15:57:00,#53
78,2019-12-14 09:12:00,#53
221,2019-12-12 13:00:00,#53
205,2019-12-14 12:24:00,#53
156,2019-12-12 02:38:00,#53
275,2019-12-13 11:24:00,#53
8,2019-12-12 00:12:00,#53
209,2019-12-12 01:08:00,#53
123,2019-12-11 20:39:00,#53
144,2019-12-11 14:30:00,#53
109,2019-12-14 16:02:00,#53
268,2019-12-14 08:39:00,#53
214,2019-12-13 23:42:00,#53
65,2019-12-12 04:52:00,#53
17,2019-12-13 22:34:00,#53
212,2019-12-11 22:31:00,#53
282,2019-12-13 05:36:00,#53
287,2019-12-10 14:05:00,#53
35,2019-12-10 20:42:00,#53
153,2019-12-13 07:59:00,#53
149,2019-12-14 02:14:00,#53
7,2019-12-11 08:31:00,#53
22,2019-12-13 15:31:00,#53
1,2019-12-12 07:29:00,#53
102,2019-12-14 11:03:00,#53
269,2019-12-13 04:00:00,#53
161,2019-12-13 22:58:00,#53
114,2019-12-14 08:01:00,#53
82,2019-12-13 10:52:00,#53
234,2019-12-13 15:31:00,#53
151,2019-12-12 09:53:00,#53
166,2019-12-13 04:18:00,#53
225,2019-12-13 16:35:00,#53
286,2019-12-12 08:42:00,#53
130,2019-12-13 05:00:00,#53
217,2019-12-13 17:29:00,#53
7,2019-12-13 15:15:00,#53
124,2019-12-11 18:46:00,#53
118,2019-12-13 20:03:00,#53
139,2019-12-13 19:11:00,#53
39,2019-12-10 19:50:00,#53
146,2019-12-11 14:49:00,#53
201,2019-12-14 15:02:00,#53
72,2019-12-12 16:31:00,#53
201,2019-12-11 20:13:00,#53
93,2019-12-12 00:53:00,#53
82,2019-12-10 14:56:00,#53
148,2019-12-14 03:53:00,#53
145,2019-12-10 17:54:00,#53
43,2019-12-10 19:52:00,#53
31,2019-12-10 20:29:00,#53
279,2019-12-12 01:05:00,#53
11,2019-12-12 18:14:00,#53
20,2019-12-10 15:39:00,#53
154,2019-12-10 19:18:00,#53
29,2019-12-11 12:27:00,#53
279,2019-12-12 18:44:00,#53
189,2019-12-12 20:10:00,#53
169,2019-12-14 01:59:00,#53
185,2019-12-14 07:33:00,#53
142,2019-12-11 10:46:00,#53
92,2019-12-11 02:54:00,#53
79,2019-12-13 02:20:00,#53
108,2019-12-11 06:52:00,#53
256,2019-12-14 14:10:00,#53
224,2019-12-11 19:39:00,#53
185,2019-12-10 13:05:00,#53
109,2019-12-12 12:07:00,#53
213,2019-12-11 00:26:00,#53
30,2019-12-12 04:56:00,#53
245,2019-12-10 22:35:00,#53
198,2019-12-11 23:09:00,#53
44,2019-12-11 04:07:00,#53
275,2019-12-13 16:12:00,#53
246,2019-12-14 01:33:00,#53
132,2019-12-11 22:34:00,#53
75,2019-12-13 13:54:00,#53
46,2019-12-13 16:12:00,#53
180,2019-12-11 17:37:00,#53
251,2019-12-10 14:13:00,#53
6,2019-12-12 08:02:00,#53
34,2019-12-12 05:10:00,#53
50,2019-12-12 05:57:00,#53
26,2019-12-14 08:43:00,#53
231,2019-12-12 05:47:00,#53
106,2019-12-12 02:28:00,#53
273,2019-12-12 18:28:00,#53
234,2019-12-10 14:12:00,#53
251,2019-12-13 02:23:00,#53
212,2019-12-14 16:55:00,#53
281,2019-12-11 14:07:00,#53
76,2019-12-13 07:25:00,#53
172,2019-12-11 21:40:00,#53
81,2019-12-11 05:44:00,#53
12,2019-12-11 02:42:00,#53
277,2019-12-14 15:31:00,#53
65,2019-12-12 21:15:00,#53
116,2019-12-12 11:50:00,#53
155,2019-12-12 20:32:00,#53
24,2019-12-11 02:02:00,#53
299,2019-12-12 02:38:00,#53
254,2019-12-14 08:45:00,#53
103,2019-12-13 13:11:00,#53
53,2019-12-13 23:05:00,#53
271,2019-12-14 14:53:00,#53
48,2019-12-12 13:01:00,#53
210,2019-12-12 15:42:00,#53
12,2019-12-13 00:07:00,#53
78,2019-12-12 09:47:00,#53
227,2019-12-14 16:37:00,#54
184,2019-12-13 12:19:00,#54
18,2019-12-11 21:49:00,#54
295,2019-12-11 03:29:00,#54
29,2019-12-13 02:30:00,#54
157,2019-12-11 07:26:00,#54
245,2019-12-13 03:12:00,#54
279,2019-12-13 16:33:00,#54
33,2019-12-14 11:13:00,#54
85,2019-12-12 10:21:00,#54
78,2019-12-12 00:12:00,#54
164,2019-12-11 23:39:00,#54
204,2019-12-12 23:03:00,#54
174,2019-12-14 14:39:00,#54
175,2019-12-13 02:56:00,#54
98,2019-12-10 14:41:00,#54
33,2019-12-10 16:29:00,#54
59,2019-12-14 09:42:00,#54
48,2019-12-11 16:10:00,#54
146,2019-12-14 04:12:00,#54
197,2019-12-13 04:24:00,#54
46,2019-12-11 05:53:00,#54
0,2019-12-14 10:28:00,#54
151,2019-12-12 22:08:00,#54
288,2019-12-11 20:38:00,#54
37,2019-12-12 13:17:00,#54
45,2019-12-11 17:28:00,#54
53,2019-12-11 14:18:00,#54
101,2019-12-13 05:51:00,#54
261,2019-12-10 13:27:00,#54
22,2019-12-10 23:55:00,#54
146,2019-12-13 17:59:00,#54
214,2019-12-11 19:49:00,#54
90,2019-12-14 02:13:00,#54
230,2019-12-13 05:36:00,#54
247,2019-12-12 00:50:00,#54
53,2019-12-13 18:55:00,#54
147,2019-12-11 11:29:00,#54
82,2019-12-11 18:24:00,#54
292,2019-12-12 16:46:00,#54
10,2019-12-10 17:10:00,#54
245,2019-12-10 18:15:00,#54
31,2019-12-11 09:21:00,#54
27,2019-12-13 17:41:00,#54
174,2019-12-12 16:59:00,#54
20,2019-12-10 17:43:00,#54
49,2019-12-11 01:18:00,#54
249,2019-12-12 14:51:00,#54
240,2019-12-13 07:56:00,#54
109,2019-12-10 17:08:00,#54
189,2019-12-14 11:04:00,#54
221,2019-12-13 19:42:00,#54
285,2019-12-12 09:55:00,#54
8,2019-12-10 20:15:00,#54
212,2019-12-11 02:45:00,#54
237,2019-12-12 03:55:00,#54
276,2019-12-14 07:19:00,#54
94,2019-12-11 04:22:00,#54
282,2019-12-14 01:36:00,#54
79,2019-12-12 11:48:00,#54
54,2019-12-11 13:44:00,#54
55,2019-12-13 11:32:00,#54
191,2019-12-13 22:51:00,#54
261,2019-12-12 18:38:00,#54
95,2019-12-14 03:38:00,#54
252,2019-12-12 08:58:00,#54
98,2019-12-12 02:55:00,#54
109,2019-12-14 01:49:00,#54
46,2019-12-11 00:22:00,#54
107,2019-12-12 07:28:00,#54
11,2019-12-12 15:47:00,#54
189,2019-12-14 06:48:00,#54
43,2019-12-12 00:22:00,#54
21,2019-12-12 16:03:00,#54
281,2019-12-13 06:46:00,#54
127,2019-12-10 19:39:00,#54
53,2019-12-14 10:48:00,#54
235,2019-12-11 23:56:00,#54
285,2019-12-11 16:33:00,#54
21,2019-12-11 05:14:00,#54
9,2019-12-11 04:40:00,#54
187,2019-12-12 22:58:00,#54
248,2019-12-12 18:27:00,#54
82,2019-12-13 12:39:00,#54
197,2019-12-10 19:54:00,#54
139,2019-12-12 01:14:00,#54
248,2019-12-11 13:25:00,#54
227,2019-12-11 20:21:00,#54
236,2019-12-14 04:28:00,#54
7,2019-12-10 20:28:00,#54
299,2019-12-10 20:57:00,#54
192,2019-12-13 09:39:00,#54
52,2019-12-11 20:54:00,#54
259,2019-12-10 16:56:00,#54
213,2019-12-13 13:13:00,#54
42,2019-12-14 11:10:00,#54
245,2019-12-13 22:44:00,#54
4,2019-12-12 11:13:00,#54
281,2019-12-13 06:37:00,#54
204,2019-12-13 19:54:00,#54
231,2019-12-10 20:47:00,#54
191,2019-12-14 03:28:00,#54
213,2019-12-14 05:37:00,#54
157,2019-12-10 15:39:00,#54
69,2019-12-13 09:51:00,#54
285,2019-12-11 16:46:00,#54
282,2019-12-13 13:56:00,#54
286,2019-12-14 01:49:00,#54
282,2019-12-11 16:17:00,#54
207,2019-12-11 16:56:00,#54
51,2019-12-12 18:04:00,#54
232,2019-12-11 13:40:00,#54
247,2019-12-11 13:54:00,#54
63,2019-12-11 18:26:00,#54
201,2019-12-12 05:35:00,#54
77,2019-12-13 07:27:00,#54
276,2019-12-11 18:56:00,#54
150,2019-12-13 15:16:00,#54
146,2019-12-12 18:13:00,#54
239,2019-12-13 14:58:00,#54
178,2019-12-11 10:24:00,#54
102,2019-12-10 13:04:00,#54
23,2019-12-12 00:35:00,#54
50,2019-12-12 15:52:00,#54
35,2019-12-13 08:48:00,#54
33,2019-12-12 13:25:00,#54
279,2019-12-14 11:07:00,#54
31,2019-12-10 14:58:00,#54
293,2019-12-11 01:48:00,#54
41,2019-12-13 15:34:00,#54
37,2019-12-12 03:03:00,#54
71,2019-12-10 20:14:00,#54
140,2019-12-13 02:39:00,#54
221,2019-12-12 05:26:00,#54
67,2019-12-14 02:32:00,#54
53,2019-12-14 13:32:00,#54
83,2019-12-11 23:54:00,#54
84,2019-12-12 14:26:00,#54
233,2019-12-14 03:42:00,#54
70,2019-12-14 03:18:00,#54
94,2019-12-11 11:29:00,#54
269,2019-12-13 23:30:00,#54
87,2019-12-13 10:54:00,#54
108,2019-12-12 06:21:00,#54
129,2019-12-14 16:10:00,#54
36,2019-12-12 17:23:00,#54
239,2019-12-12 02:04:00,#54
99,2019-12-10 18:31:00,#54
155,2019-12-13 18:46:00,#54
4,2019-12-12 10:06:00,#54
55,2019-12-12 16:22:00,#54
78,2019-12-12 08:45:00,#54
138,2019-12-13 08:25:00,#54
45,2019-12-14 12:30:00,#54
22,2019-12-11 12:47:00,#54
94,2019-12-12 05:08:00,#54
221,2019-12-10 21:20:00,#54
149,2019-12-13 02:39:00,#54
126,2019-12-12 10:53:00,#54
119,2019-12-10 23:50:00,#54
191,2019-12-14 00:03:00,#54
27,2019-12-10 19:16:00,#54
213,2019-12-13 02:49:00,#54
180,2019-12-13 00:00:00,#54
53,2019-12-10 13:56:00,#54
25,2019-12-14 07:19:00,#54
251,2019-12-11 15:41:00,#54
206,2019-12-12 21:12:00,#54
22,2019-12-14 00:57:00,#54
48,2019-12-12 16:24:00,#54
228,2019-12-11 11:05:00,#54
279,2019-12-11 11:43:00,#54
181,2019-12-11 10:51:00,#54
284,2019-12-11 15:42:00,#54
49,2019-12-13 13:34:00,#54
79,2019-12-12 15:21:00,#54
18,2019-12-12 13:52:00,#54
262,2019-12-11 06:18:00,#54
282,2019-12-10 16:05:00,#54
105,2019-12-13 13:36:00,#55
99,2019-12-12 12:55:00,#55
166,2019-12-13 20:46:00,#55
276,2019-12-14 13:11:00,#55
32,2019-12-10 13:26:00,#55
214,2019-12-10 20:15:00,#55
107,2019-12-12 04:57:00,#55
16,2019-12-12 01:09:00,#55
223,2019-12-12 20:58:00,#55
1,2019-12-12 06:10:00,#55
7,2019-12-12 05:37:00,#55
64,2019-12-10 20:31:00,#55
206,2019-12-12 19:55:00,#55
3,2019-12-11 14:45:00,#55
153,2019-12-14 03:23:00,#55
286,2019-12-14 00:47:00,#55
164,2019-12-10 14:20:00,#55
140,2019-12-13 20:40:00,#55
27,2019-12-11 07:12:00,#55
147,2019-12-11 07:08:00,#55
181,2019-12-14 11:28:00,#55
21,2019-12-13 01:30:00,#55
239,2019-12-12 03:16:00,#55
279,2019-12-12 10:34:00,#55
23,2019-12-12 08:13:00,#55
151,2019-12-11 11:25:00,#55
106,2019-12-13 02:38:00,#55
231,2019-12-13 22:17:00,#55
229,2019-12-12 20:28:00,#55
143,2019-12-10 18:38:00,#55
118,2019-12-14 09:23:00,#55
163,2019-12-10 14:41:00,#55
180,2019-12-13 17:53:00,#55
205,2019-12-10 18:52:00,#55
120,2019-12-13 09:31:00,#55
218,2019-12-13 18:32:00,#55
213,2019-12-11 12:59:00,#55
280,2019-12-11 03:18:00,#55
53,2019-12-11 21:34:00,#55
99,2019-12-14 12:49:00,#55
82,2019-12-11 10:56:00,#55
156,2019-12-13 07:39:00,#55
64,2019-12-11 18:28:00,#55
116,2019-12-13 17:44:00,#55
174,2019-12-11 14:33:00,#55
268,2019-12-12 10:49:00,#55
166,2019-12-12 17:43:00,#55
233,2019-12-12 09:46:00,#55
104,2019-12-12 02:18:00,#55
132,2019-12-10 21:55:00,#55
295,2019-12-12 03:35:00,#55
230,2019-12-11 14:43:00,#55
119,2019-12-11 05:57:00,#55
161,2019-12-11 09:19:00,#55
107,2019-12-13 20:46:00,#55
11,2019-12-11 06:54:00,#55
245,2019-12-12 11:39:00,#55
98,2019-12-11 22:11:00,#55
291,2019-12-14 09:24:00,#55
31,2019-12-12 08:20:00,#55
299,2019-12-11 06:52:00,#55
31,2019-12-11 09:14:00,#55
161,2019-12-12 02:40:00,#55
76,2019-12-11 02:03:00,#55
178,2019-12-12 22:07:00,#55
283,2019-12-14 02:21:00,#55
45,2019-12-13 03:28:00,#55
7,2019-12-12 04:30:00,#55
40,2019-12-13 07:51:00,#55
258,2019-12-13 13:29:00,#55
66,2019-12-11 18:09:00,#55
126,2019-12-13 14:16:00,#55
19,2019-12-11 11:59:00,#55
258,2019-12-13 04:29:00,#55
13,2019-12-13 20:16:00,#55
135,2019-12-10 21:57:00,#55
221,2019-12-11 01:04:00,#55
88,2019-12-14 01:34:00,#55
272,2019-12-11 08:02:00,#55
128,2019-12-13 12:09:00,#55
168,2019-12-14 09:08:00,#55
166,2019-12-12 12:43:00,#55
290,2019-12-14 00:11:00,#55
266,2019-12-12 16:13:00,#55
167,2019-12-10 20:21:00,#55
223,2019-12-11 04:02:00,#55
17,2019-12-11 11:17:00,#55
237,2019-12-11 03:32:00,#55
68,2019-12-12 15:31:00,#55
14,2019-12-11 06:02:00,#55
231,2019-12-13 06:20:00,#55
284,2019-12-14 00:41:00,#55
239,2019-12-11 04:07:00,#55
290,2019-12-12 06:45:00,#55
292,2019-12-13 11:34:00,#55
248,2019-12-14 09:39:00,#55
121,2019-12-13 03:43:00,#55
190,2019-12-11 11:25:00,#55
154,2019-12-10 14:30:00,#55
73,2019-12-11 06:23:00,#55
38,2019-12-11 04:07:00,#55
66,2019-12-14 10:46:00,#55
131,2019-12-13 19:12:00,#55
60,2019-12-13 14:39:00,#55
1,2019-12-10 22:35:00,#55
181,2019-12-13 16:53:00,#55
104,2019-12-14 00:00:00,#55
62,2019-12-12 07:58:00,#55
123,2019-12-13 20:02:00,#55
198,2019-12-13 03:15:00,#55
261,2019-12-14 08:02:00,#55
149,2019-12-10 23:13:00,#55
31,2019-12-12 11:59:00,#55
212,2019-12-11 09:12:00,#55
15,2019-12-14 16:16:00,#55
163,2019-12-11 23:28:00,#55
273,2019-12-14 09:02:00,#55
55,2019-12-12 05:05:00,#55
45,2019-12-12 14:35:00,#55
49,2019-12-13 21:38:00,#55
161,2019-12-13 08:00:00,#55
118,2019-12-11 22:10:00,#55
240,2019-12-14 09:14:00,#55
232,2019-12-12 18:50:00,#55
178,2019-12-11 14:17:00,#55
220,2019-12-13 17:07:00,#55
192,2019-12-10 17:49:00,#55
6,2019-12-11 17:36:00,#55
252,2019-12-13 10:34:00,#55
136,2019-12-13 10:40:00,#55
74,2019-12-14 02:03:00,#55
158,2019-12-12 17:12:00,#55
218,2019-12-11 14:38:00,#55
25,2019-12-10 14:24:00,#55
138,2019-12-11 06:43:00,#55
206,2019-12-11 23:20:00,#55
225,2019-12-11 14:00:00,#55
159,2019-12-13 15:41:00,#55
289,2019-12-14 16:13:00,#55
275,2019-12-11 02:45:00,#55
228,2019-12-12 00:02:00,#55
74,2019-12-14 13:47:00,#55
227,2019-12-12 17:48:00,#55
9,2019-12-12 02:51:00,#55
241,2019-12-13 11:34:00,#55
196,2019-12-12 13:15:00,#55
251,2019-12-14 13:32:00,#56
96,2019-12-10 19:24:00,#57
143,2019-12-12 19:15:00,#57
48,2019-12-11 16:58:00,#57
238,2019-12-12 19:20:00,#57
262,2019-12-14 13:03:00,#57
111,2019-12-12 11:01:00,#57
211,2019-12-11 09:26:00,#57
184,2019-12-12 17:15:00,#57
294,2019-12-13 16:22:00,#57
113,2019-12-14 05:09:00,#57
26,2019-12-13 01:47:00,#57
134,2019-12-11 14:52:00,#57
155,2019-12-12 01:41:00,#57
1,2019-12-11 00:17:00,#57
293,2019-12-12 11:35:00,#57
135,2019-12-13 06:55:00,#57
191,2019-12-11 08:36:00,#57
41,2019-12-12 12:17:00,#57
8,2019-12-11 13:02:00,#57
158,2019-12-13 10:46:00,#57
142,2019-12-14 00:18:00,#57
290,2019-12-13 00:34:00,#57
60,2019-12-12 19:57:00,#57
255,2019-12-11 19:06:00,#57
221,2019-12-13 01:34:00,#57
133,2019-12-10 16:14:00,#57
248,2019-12-10 13:18:00,#57
276,2019-12-10 21:54:00,#57
256,2019-12-13 18:01:00,#57
263,2019-12-11 09:18:00,#57
206,2019-12-12 19:01:00,#57
117,2019-12-13 05:14:00,#57
60,2019-12-14 11:24:00,#57
123,2019-12-11 06:06:00,#57
298,2019-12-12 03:45:00,#57
204,2019-12-11 01:49:00,#57
256,2019-12-12 03:14:00,#57
200,2019-12-11 01:47:00,#57
51,2019-12-14 05:04:00,#57
65,2019-12-11 12:14:00,#57
0,2019-12-10 22:59:00,#57
160,2019-12-14 01:44:00,#57
253,2019-12-12 20:11:00,#57
152,2019-12-13 03:11:00,#57
161,2019-12-12 03:31:00,#57
253,2019-12-10 19:28:00,#57
199,2019-12-12 17:17:00,#57
